houses_link	review_link	author	message
Волга парк	Отзывы	Алексей Сукачев	"Новый, современный жилой комплекс в спальном районе Ярославля! Хорошая планировка и инфраструктура. Рядом лес, 
 продолжают строить новые дома, но уже много дорожек для пешеходов, где можно гулять, бегать или кататься на велосипеде!"
Волга парк	Отзывы	елена богдановская	"Качество строительства ужасное. Никакой звукоизоляции, от слова""никакой"". Такое ощущение, что живем большой недружной семьей. И если не повезло с соседями, как мне, то это крах. Думаю о смене места жительства. Кроме того, квартира расположена у лифтового холла. Постоянно шум от лифта, особенно слышно ночью и утром, когда другие звуки стихают. От соседей же слышно все: звук включаемого в розетку тлф, включаемого смесителя, воды, ругань, маты и тп. Такого безобразия нигде никогда не слышала"
Волга парк	Отзывы	Надежда Литвинова	Детские площадки оборудованы городками, песочницами, столами для пинг-понга, спортивными комплексами. Покрытие городков прорезиненная крошка. Много дорожек для прогулок и лавочек. Зонально всё разделено кустами и деревьями. До остановок и магазинов 5-15 минут ходьбы, во дворах нет машин, предусмотрена большая парковка. Детские сады и школа на другой стороне проспекта Фрунзе. Управляющая компания следит за состоянием дворов и общедомовых помещений, но без периодических обращений не обходится. Зимой проблемы с уборкой снега. Есть проблемы в части выезда из комплекса у автовладельцев, утром напряжённый трафик. Есть проблемы связанные с пробками на Московском проспекте, утром с 7 до 9 и вечером после с 5 до 7, длительность пробок порядка 40 минут. В целом очень комфортный район.
Волга парк	Отзывы	Кристина Доротюк	Поселилась здесь в 2020 году. Живу и радуюсь! Всё современное, красивое, ухоженное. Сам ЖК только разрастается и разрастается. Жалко только берёзовую рощу, которая исчезает на глазах.
Волга парк	Отзывы	Маргарита Несытова	Красивые и большие дома. Рядом много различных магазинов, аптек и пунктов выдачи. Ходит множество автобусов почти во все районы.
Волга парк	Отзывы	Алекс 1	Быстро обживается, есть детские плошадки, неплохое кафе, в скором времени планируют построить школу. Рядом хокейная база легендарного Локомотива на территории которой стоит  настоящий паровоз, вокруг неплохая инфраструктура, есть пара ТЦ. Комплекс будет развиваться и еще как минимум 6 корпусов
Волга парк	Отзывы	Юрий Булычев	Современное компактное жилье, зарождение нового слова в жилой экосистеме, зима и вечер прячут радость смеха детворы на просторных лужайках и игровых зонах гармонично спланированных дворов, светильники которых подчёркивают стиль доступной роскоши и порядка. Конечно не все идеально, нет очерчевания собственной территории, открытые стоянки, но это изменияемо волей сообщества проживающих. Много воздуха и простора, красивые линии рвущиеся, в высь, это прелесть ПИКовой архитектуры или ее проклятие, решит каждый, но равнодушия не будет.
Волга парк	Отзывы	Елена Карпова	Самый красивый и современный ЖК во всем городе! Большие дворы с множеством детских и взрослых площадок, без возможности встретить припаркованную машину у детской качели, т.к. парковка находится отдельно от двора. Отделка квартир от застройщика очень достойная, всё чисто и красиво. Мы рады, что живём в этом месте!
Волга парк	Отзывы	Ирина Артемьева	"Отзыв для тех, кто планирует переезд из других регионов. 
Вложились в новостройку в 2021 году. Квартиру принимали в 2022. Покупали в целях летнего отдыха, возможно в будущем переезд / обучение детей. 
Отдыхаем тут 2 лета подряд. О покупке пожалели. Самый главный минус для меня - химический запах с улицы по вечерам и особенно ночью, не можем понять откуда, но практически каждый день его ощущаем. Пробки на дорогах по утрам и вечерам . Концепция ПИК двор без машин оказалась ""немного"" неправдой: покупали специально квартиру с окнами во двор, в итоге под окнами прямо во дворе машины и мусорные контейнеры. Существующих парковок на такое количество квартир не хватает, узкие проезды заставлены машинами,  скорой и пожарной зачастую не проехать. Очень часто срабатывает пожарная сигнализация в подьезде, при этом останавливаются лифты, сигналка орет часами, пока ее не отключит специалист, который добирается на сигнал из другого района. Управляюшая компания работает спустя рукава: в коридоре не работает свет, на заявку в конце июня ответили что устранят по гарантии до 01 августа, т.е. 2 месяца ходите в темноте без света.... Уборка в подьездах тоже осталяет желать лучшего. Окна в подьездах не открываются и не моются , грязные с момента сдачи дома. Вентиляция в подьездах и коридорах отсутствует. В общем, о покупке пожалели, не рекомендуем."
Волга парк	Отзывы	Татьяна Горбачева	Нравится этот жилой комплекс. Вечером светло, много площадок. Чистые подъезды. Единственное были какое то время сбои в озвучке лифта, но это не критично
Волга парк	Отзывы	Лиза Соболева	"В целом  ЖК неплохой, задумка у проектировщиков просто изумительная. 
Но в реале все как обычно оказалось прозаично.
Ограниченное количество парковочных мест, из -за чего на благоустроенной для прогулок территории понатыканы машины.
Слабое реагирование управляющей компании на жалобы жильцов.  
Вид из окон в упор на соседние дома вызывает уныние, 
Утренние пробки во Фрунзенском районе так же вызывают уныние.
Готовые квартиры с отделкой поначалу радуют, пока не начнёшь в них жить))). Не страшно, народ у нас имеет привычку быстро обживаться.
Вывод такой: если вы тот человек, кто работает на удаленке и привыкли к вялотекущей городской жизни, а так же готовы немного переплатить за квартирку пару млн, то несомненно вас все устроит.
Прошу считать отзыв не жалобой, а примером столкновения ожидания и реальности)."
Волга парк	Отзывы	Анжелика Змитрович	Нравится Волго парк, частенько там бываю. Район светлый, просторный, большие парковки, много детских площадок, скамейки, столы настольного тенниса. Много детей, от этого район становится каким то живым. Вообще, нравится.
Волга парк	Отзывы	Алексей С.	Молодой жилой район европейского качества. Красивые и функциональные детские площадки. Добрые, приветливые жильцы.
Волга парк	Отзывы	Инкогнито 2118	"Пик-молодцы. Самый лучший проект с моей точки зрения. Купила себе квартиру как инвестицию, жалею что одну. Планирую покупать там ещё. Ремонт ""под ключ"" - отличная идея, не совдеп. а современно, чисто, светло. А дворы, инфраструктура.. Все ругают пробки... Но это всегда и везде в час пик. Подбираю там многим клиентам жилье, обращайтесь."
Волга парк	Отзывы	Александр Макаренко	"Приобрели 2-х комнатную квартиру на этапе строительства за 6 месяцев до ввода дома в эксплуатацию в 2019 году. Всех минусов с которыми пришлось столкнуться описывать не буду (их множество: начиная от дырок в потолке (под натяжным потолком) от этого натяжной потолок при открывании окон и входных дверей притягивается к бетону и дырок в полу, заканчивая трещинами на стенах, которые с каждым годом всё больше). Опишу ситуацию, которая произошла с нами в январе и которую компания ПИК не может решить до сегодняшнего момента, ежедневно подвергая опасности жизни 2 маленьких детей, меня и моего мужа проживающих в квартире. В середине января в ванной комнате от стены отошла плитка (по акту составленному инженером ПИК в количестве 18 шт) образовав зазор между стеной и плиткой на данный момент в 1,5 см. Стена плитки буквально рухнет в любую минуту. 25.01.2023 г. был составлен акт о необходимости снятия плитки со стены и новой кладки. Но до сих пор ничего не сделано, хотя это гарантийные работы и обязанность компании устранять дефекты и свою некачественную работу. Прилагаю фото ""завтраков"", которыми нас кормит компания 3 месяц. Подумайте 10 раз прежде чем приобретать жильё у данной строительной компании! Буду держать вас в курсе и редактировать отзыв чем же в итоге закончится история с отвалившейся кафельной плиткой. Дополняю отзыв как и обещали, нашу проблему полностью решили в конце апреля после многочисленных звонков и посещений должностных лиц причастных к гарантийным обязательствам. Плитку аккуратно сняли со стены и заново положили. Процесс занял пол дня, но вот добиться этого стоило 3 месяцев нервов."
Волга парк	Отзывы	Марк Андреев	Хорошее местоположение. Отличные многофункциональные дворы для прогулки детей. Рядом школы, детские сады. Все хорошо, только один небольшой недостаточек - проблемно выехать утром с проспекта Фрунзе на Московский проспект.
Волга парк	Отзывы	Наталия Чумак	"Прекрасный ландшафт и зоны отдыха во дворах, 2 вместительных лифта, нормальная отделка в квартире для первого времени после покупки.
Минус: к стенам очень сложно прикрепить карницы для штор. Даже прораб застройщика не может порекомендовать надёжный способ, т.к. стены из пенополистирола и в них анкеры не держатся. Даже лёгкий карниз с тюлью упал и повредился:((("
Волга парк	Отзывы	Станислав Шепотенко	Всё очень современно новый  раен кругом новостройки есть парковки детские городки зоны отдыха деревья подростки и будет вобще классно Ещё бы сделали бы выезд с ул Лескова было бы классно но я думаю застройщик летом сделает будем надеяться ну и магазинчик бы рядом
Волга парк	Отзывы	Леонид	Красивая обертка с гнильцой. Внешне все красиво, но есть много минусов. Жильцы живут по своим законам, никакого уважения к окружающим. Закон о тишине не соблюдают, могут гулять с вечера до утра, делать ремонт. Машины паркуют на газонах. Весь двор разломали, а потом говорят что надо менять покрытия дорожек. Люди просто не могут спокойно принимать критику в свой адрес на что получаешь в ответ грубость. Никакого уважения. Такое ощущение что люди после покупки квартиры теряют голову, как будто купили пентхаус. Звукоизоляция между квартирами совсем никакая, слышно все на 3 этажа вверх и вниз, так же по бокам. Звукоизоляция не соответствует нормам. Не советую здесь покупать квартиру если вам дороги ваши нервы, невроз вам обеспечен. Как в общаге. УК работает на 3+ из 5. Сочувствую кому не повезло с соседями. Есть и хорошие люди. Не знаю чему люди тут радуются, наверное пенсионеры. Потому что пробки тут с утра километровые и об этом вам не расскажут менеджеры. Это просто кошмар и будут они только больше из-за застройки района. Поэтому подумайте 100 раз нужна ли вам эта красивая обертка.
Волга парк	Отзывы	Елена Корочкина	Уютные дворы, замечательное устройство парковок и зон отдыха. И площадки  для детей, и теннисные столы для подростков, и зона для взрослых! Это очень порадовало, что взрослые тоже могут посидеть за столиками, поиграть в домино, как раньше. При этом далеко от детей. Все в зелени! Строительство пока не окончено, но концепция уже видна. И она - прекрасна! Спасибо разработчикам!
Волга парк	Отзывы	Роман Слыва	По Московским меркам , обычный человейник 😀, построенный ПИКом . Снимали апартаменты на три дня.  Везде чистенько , всё необходимое в шаговой доступности.  До центра 12-15 мин на машине.
Волга парк	Отзывы	Сочнева Д.	"Все для жизни ❤️ Красивый подъезд, дом! 
Отличные планировки квартир!
У меня однушка как двушка и огромное окно в пол на кухне🥰"
Волга парк	Отзывы	сергей в.	Очень классный район. Чисто, аккуратно. Великолепные площади, для разных возрастов детей. Квартиры просто супер, так же как и цены на них.
Волга парк	Отзывы	Старомельников  Александр	Отличный чистый раëн. Квартиры достаточно хорошего качества постройки. Приобрёл квартиру 2 года назат если не учитывать некоторые замечания то отличная квартира по приемлемой цене.
Волга парк	Отзывы	Tatjana	Дома строят в ЖК Волга Парк быстро и сдают раньше заявленного срока. Детская площадка и двор без машин. можно поставить плюс.Ах да еще магазины есть, садик, школа. Но то , что должно  быть по ген плану построено увы,,,,,,  На этом все хорошие качества данного ЖК заканчиваются. Теперь о минусах. Предлагаемых парковочных мест катастрофически не хватает и это еще при отсутствии полного заселения домов. Заезд к домам не продуман. Отделка квартир отвратительная, очень много брака. Устраняют на первом этапе с огромным нежеланием, что бы чего то добиться надо потрепать нервы и время. Гарантийный ремонт  по заявкам не выполняется. Так что если кто планирует купить квартиру в данном ЖК, готовьтесь делать ремонт заново, в том числе и штукатурка стен, которые трещат по швам вместе с обоями и плиткой. Про шумоизоляцию вообще можно писать долго. Слышно всё и всех от 1 этажа до 17 и со всех сторон. Освещение придомовой территории работает с большими перебоями, Поэтому у кого дети учатся во вторую смену ходить придется очень часто в темноте. УК Пик  работает плохо..Отзыв написала о ЖК так как есть на самом деле и проживая там 3 года. пожалела ,что выбрала именно этот ЖК.  ЖК Волга Парк удобен только для переезда из других городов. Не надо делать пока отделку.
Волга парк	Отзывы	Владислав Фемистоклов	Остановились на пару дней в стулии во вреия путешествия по Золотому кольцу. Чистый уютный двор, студия чистая, вид с 16 этажа открывается красивый. От автобусной остановки идти минут 10. Но не мовсем удоьно добираться до исторического центра.
Волга парк	Отзывы	Илья Жаров	Отличный двор. Хорошее благоустройство. Несмотря на то что большая парковка места не всегда хватает чтобы припарковаться. Идеальным решением было бы построить отдельно многоуровневую парковку.
Волга парк	Отзывы	Наталья М	Прекрасное расположение, все хорошо продумано, отличные дворы и детские площадки
Волга парк	Отзывы	Анна Ильина	Отличные детские площадки, все рядом ,была в однокомнатной квартире просторно и уютно,но как в муравейнике ,все друг на друга смотрят.
Волга парк	Отзывы	Моряк Папай	Архитектура  очень красивая,  продуманная, удобная. Хоть и очень высокие здания. Очень  красиво смотреть на город и за ним на верху.
Волга парк	Отзывы	Ильгам	Город красных машин.. ни когда и ни где я не видел столько красных машин на парковке, я много летаю, но такого правда не видел)). Дома строит ПИК, парковки огромные, зелени не хватает, но и район молодой. В центр с утра выезжайте или до 7 утра, или после 9.  Пробки хуже московских.
Волга парк	Отзывы	виктор шийко	Звукоизоляция нулевая все комуникации прикрыты либо гипсокартоном в сан узлах либо если это вентиляция то каналы идут по потолку и закрыты натяжными потолками, что делает высоту стен крохотной, за такую стоимость есть масса более достойных вариантов в городе!
Волга парк	Отзывы	Наталья	Современные красивые дома, отличные детские площадки, любим там гулять, много лавочек, посажены деревья и кусты, все современное и новое.
Волга парк	Отзывы	Ольга Сопова	Очень удобные, хорошо оснащенные детскими качелями, скамейками дворы, с прекрасным покрытием территории, где родители могут гулять со своими детьми, пожилые посидеть и отдохнуть. Спасибо за такие новые территории Ярославля!
Волга парк	Отзывы	Валерий Перевезенцев	Звукоизоляция такая, что временами кажется что то ли вы с соседями живёте, то ли они с вами😂.двор сначала был нормальный, чем дальше тем запущенный становится. Газоны не поливают вовремя они засохли, а часть газонов дворники просто уничтожили, так как косить не  умеют. В домах местами неправильно работает вентиляция в результате замерзают и лопаются в морозы стояки водоснабжения. Новый микрорайон, расположение удобное, но с парковками беда и выезд на проспект всего один на такое количество домов
Волга парк	Отзывы	Игорь Ростов	Очень холодные квартиры, даже при -5, дороги не чистятся от слова совсем, лифты медленные, очень медленные. Плохая шумоизоляция.
Волга парк	Отзывы	Евгений Е.	Детская площадка, чистота, расположение, инфраструктура.
Волга парк	Отзывы	Дмитрий Анфалов	Шикарный жилищный комплекс с прекрасным общедомовым интерьером. Различные спортивные и детские площадки позволяют жителям и гостям найти себе развлечение по душе.
Волга парк	Отзывы	Кудрявая Бестия	Живем третий год. Всем довольны. Квартиры тёплые, отделка не люкс конечно, но вполне пригодна для того, чтобы заехать и сразу жить. Дворы красивые, по-началу весь город приезжал фотографироваться и погулять. Особенно нравится, что двор без машин. Не переживаешь за детей. Слышимость есть, но с соседями нам повезло, шумных нет. Вообщем застройщиком осталось довольны, приобрели ещё квартиру в соседнем доме.
Волга парк	Отзывы	Галина Луговская	Живу в Волга- парке. Всё хорошо, но если бы за дворами управляющая лучше следила была бы ещё лучше. На машине проехать, это экстрим, порой и ногами пройти экстремально.
Волга парк	Отзывы	Юлия Шипова	Чисто! Красиво! Удобно! Современно! Отличные детские площадки, на любой возраст👍
Волга парк	Отзывы	Дмитрий Смирнов	Не все дома еще достроены, но уже сейчас можно смело сказать, что они будут иметь всю необходимую инфраструктуру для комфортного проживания
Чемпион	Отзывы	Алексей Еременко	Очень хорошее место в плане прогулок. Есть прекрасная лыже-роллерная трасса и хорошие детские площадки во дворе. Всю картину к сожалению портит качество жилья. Живём уже третий год в доме в котором нет вентиляции и промерзают стены. Влажность в зимний период достигает 80%, на стенах образуется плесень. Что самое интересное, застройщик знает об этих проблемах, но сделать ничего не хочет. Сейчас у нас идут суды.
Чемпион	Отзывы	Любовь Волкова	Новый,строящийся микрорайон,аккуратные дома,площадки оборудованные для детских игр и занятий спортом.Хочется чтобы были магазины и остановки общественного транспорта и прочие полезные места(студии для занятий,паркимахерские и т.д.)
Чемпион	Отзывы	Иван Петров	Хороший двор, хорошая детская площадка, есть площадка-сетка для игры с мячом, турник, теннисные столы и т д. Достаточно мест для парковки. По поводу магазинов и прочей инфраструктуры - тут ещё есть к чему стремиться. Но район новый. Я думаю, со временем, все будет хорошо
Чемпион	Отзывы	Сергей Касаткин	Жилой комплекс хороший, только надо решать проблему с транспортом, магазинами, аптеками. В общем инфраструктуры никакой. Да и дорогу до последних домов надо как можно быстрее доделать.
Чемпион	Отзывы	Евгения Черноситова	Комплекс новый, квартиры хорошие. Сняла звезды за большую проблему с парковкой. Ещё не всё распродано, а мест для автомобилей уже нет,не предусмотрено.Также  очень трудно разъехаться в час пик.
Чемпион	Отзывы	Дина М.	Достаточно просторная парковка возле дома. До ближайшие остановки транспорта далеко, на той же удаленности продуктовые магазины и детский сад.
Чемпион	Отзывы	Инкогнито 7355	Очень красивые дома, хорошие детские площадки, аккуратные дворы и тротуары, жаль, что ещё не до конца развита инфраструктура, сам там работаю!
Чемпион	Отзывы	Александр Термаков	Современный жилой комплекс. Пока нет магазинов и до общественного транспорта  далеко. В каждом доме свои недочёты. Квартиры должны быть более доступны по такому качеству строительства.
Чемпион	Отзывы	Марина Смирнова	Мы приобрели там жилье ...Сначала сомневались ,но сейчас все больше влюбляемся в это место .Дома тёплые, площадки детские современные ,газонная травка уже была посажена осенью. Рядом парк ,два ресторана ,если кому хочется повеселиться ,нет ,тогда вперёд на лыжи .Опять же Аогв ,что существенно позволит экономить на коммунальных платежах .Вся инфракструра будет со временем .Делаем ремонт, покупкой довольны .
Чемпион	Отзывы	Николай Бачебанов	Хороший дом ,трёхкомнатная квартира с большой кухней,своё отопление (ОГВ),лоджия ,лифт,ванная и туалет раздельные,есть прихожая холл в квартире.
Чемпион	Отзывы	Мария Рябинина	Классные квартиры! Жилой комплекс хороший, с автономной, с черновой отделкой, планировки квартир очень понравились, большой двор, и рядом парк, рекомендую, НО главное выбрать КВАРТИРУ с хорошим видом  из окга. Помогу с выбором, кому интересно, обращайтесь.
Чемпион	Отзывы	Дмитрий	Новый, просторный микрорайон. Каждое утро выходишь во двор с наслаждением простора и чистоты. Чувствуешь удовольствие от нового и удобного. Потенциальная беда - парковки! Уже начинает ощущаться их нехватка. Думаю застройщик должен начать решать этот вопрос
Чемпион	Отзывы	Юрий	Удобное расположение для иногородних, развязка на ярик, иваново, мск, в минуте езды, жк новый, но панельное строительство убило все преимущества, слышимость за 5 этажей. Двор отличный, детские площадки, доступность инфраструктуры и т.д.
Чемпион	Отзывы	Сергей Коржев	В целом ЖК неплохой, Очень не хватает магазинов. Застройщики не следят за чистотой, спец техника месит грязь и на колесах всё грязь по дорогам обмазывает.
Чемпион	Отзывы	Наталья	"Верстается симпатичный комплекс. Строительство идет динамично. А с развитием инфраструктуры, надеемся, что поселок будет вообще отличный.

Дополнение:
Прошло время, построены новые дома... Казалось бы все так здорово, если бы не пресловутое НО... Пилят такие живописные березки во дворе, потом поставят на солнцепеке детские площадки и посадят жиденькие кустики. А как было бы хорошо, если бы эта тенистая рощица была сохранена. Разве нельзя было в планировании это учесть?! Нет, человек сам придумал проект, который сам же не может нарушать. В общем смотрим и сердце кровью обливается."
Чемпион	Отзывы	Иван Семенов	Купил квартиру в этом районе. Немного далековато пешком ходить до магазинов, школ, садиков, остановок. Но хорошие новые детские площадки ,за домом лыжная трасса.
Чемпион	Отзывы	Дмитрий	Из положительного - достаточно хорошее качество жилья. Благоустроенные дворы. Из минусов - абсолютно не продумана пешеходная инфраструктура к жил. комплексу! Пешком идти от м/р-на Паново (единственный путь, альтернатив нет) приходится по автомобильной дороге , т.к. тротуар упирается в ЛЭП на середине дороги и обрывается. А после крутая глиняная горка, по которой в сырую погоду и зимой не спустится. Застройщик отказывается делать лестницу. Магазинов естественно тоже нет и остановок общественного транспорта. Ближайшие магазины и остановки примерно  в 1 км от  жил. комплекса Чемпион.
Чемпион	Отзывы	Ольга Муравьева	"Новый район, далеко находятся автобусные остановки. Рядом пока нет магазинов. Хорошая детская площадка, при этом совсем не предусмотрена зона для автомобилей,
В квартирах автономное отопление, пластиковые окна, застеклен балкон, но неровные полы стены"
Чемпион	Отзывы	виталий	Район новостроек, со всеми плюсами и минусами. Рядом густонаселённый район Паново.
Чемпион	Отзывы	Семен Семеныч	Хорошо расположен, как только начнётся развиваться инфраструктура все заработает
Чемпион	Отзывы	Татьяна	"Очень хорошие детские площадки. Качество квартир не люкс конечно, но для нашего ""среднего класса"" нормально. Удобные планировки."
Чемпион	Отзывы	Денис Канунников	Отличный новый район, новые камуникации, дворовые территории с парковками и новыми современными детскими площадками.
Чемпион	Отзывы	Александр Горшков	Большой строящийся микрорайон,с множеством домов,как кирпичного, так и панельного типа.находится на окраине города так что свежий воздух обеспечен.
Чемпион	Отзывы	Osipova156000	"Снижаю две звезды за отсутствие детского сада и школы, и ещё одну за отсутствие маршрута по ул. Южной, хотя администрации до транспортной реформы были отправлены письма с просьбой продлить маршруты от Поликлиники 5 до Почты напротив Чемпиона.
 Сдано около 6 домов, проживают более 300 семей! Прочти каждый второй приобрел квартиры в счет мат. капитала, а значит более чем в 150 семей есть хотя бы один ребёнок! Земля под строительство школы и сада выделена на территории Чемпиона, однако строительство даже не началось! Соседние школы переполнены! В 33 гимназии в новом корпусе учатся более 1000 детей. Начальных классов по 10 штук в параллели! Что ещё нужно, что бы начали строить школу в районе?!
Знаете, что Сабянин сказал застройщику в МСК? - Если первый дом ЖК сдашь раньше, чем построишь школу для жителей этого ЖК, то более в этом городе ты ничего не построишь! И что в итоге? Первым объектом была сдана Школа! А у нас что? А у нас пока весь ЖК не построят, видимо, соц объекты строить не будут!!!"
Чемпион	Отзывы	Коркина Вера	Хороший комплекс,но непродуман проход во двор.Люди спускаются с горы.Хорошо бы сделали лестницу.Если идёт дождь или скользко,то приходится обходить по проезжей части,где не выделен тротуар для пешеходов.
Чемпион	Отзывы	Нина Железнякова	Рядом нет общественного транспорта,пока нет магазинов.Дворы с территорией под уклон,все течет и замывается песком и глиной.
Чемпион	Отзывы	Елена Ситникова	Для Костромы интересное решение. Двор оформлен неплохо, есть детская площадка. О качестве квартир ничего сказать не могу.
Чемпион	Отзывы	Александр З.	Где тротуары?Нет подхода к домам.Одни горы и кучи снега через которые не перейти. А дома хорошие.
Чемпион	Отзывы	Денис Хмелев	Отличный новый микрорайон. С развитой инфраструктурой. Надеюсь достроят школу, стадион, садик. Магазины подтянутся.
Чемпион	Отзывы	михаил жеребцов	В целом квартыры не плохие, НО!!!! стены кривые, надо ровнять, местами до 7 сантиметров перепад в плоскости. Вода отвратительного качества, лучше ставить магистральный фильтр иначе всей бытовой технике подключаемой к водоснабжению очень быстро придет конец.
Чемпион	Отзывы	deive2021	Панельные дома ужасно построены. Все стены влажные, и затройщик ничего делать не хочет.  У некоторых уде плесень. Для пишеходов ничего не сделано, где ходить неизвестно. В горочку и с горочки только скатываешься. Сделайте уже наконец-то лестницу для удобства жильцов. Слышимость очень хорошая, и котлы уже все из строя выходят( понимаем конечно что самые дешевые, но и года не проработали) вообще на картинке красиво, а в жизни нет.
